WBGene00005081,K10B4.5,O17240,,,,,,,,,,,,,,,,,,,,,,
WBGene00005082,ZK863.5,Q23648,,,,,,,,,,,,,,,,,,,,,,
WBGene00005083,T19E7.5,Q22594,,,,,,,,,,,,,,,,,,,,,,
WBGene00005084,B0547.5,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005085,C06G8.4,Q17760,,,,,,,,,,,,,,,,,,,,,,
WBGene00005086,B0547.4,A0A2C9C349, A0A2C9C3E0,,,,,,,,,,,,,,,,,,,,,
WBGene00005087,T09D3.1,Q9GS01,,,,,,,,,,,,,,,,,,,,,,
WBGene00005088,Y45F10B.14,Q9NAH9,,,,,,,,,,,,,,,,,,,,,,
WBGene00005089,F53F4.9,K8F7R4, Q20721,,,,,,,,,,,,,,,,,,,,,
WBGene00005090,C39H7.6,Q18552,,,,,,,,,,,,,,,,,,,,,,
WBGene00005091,C39H7.7,Q95ZX2,,,,,,,,,,,,,,,,,,,,,,
WBGene00005092,B0547.3,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005093,C04E6.10,O01468,,,,,,,,,,,,,,,,,,,,,,
WBGene00005094,C04E6.9,O01466,,,,,,,,,,,,,,,,,,,,,,
WBGene00005095,Y2H9A.2,Q9U2P4,,,,,,,,,,,,,,,,,,,,,,
WBGene00005096,F53F1.10,P92001,,,,,,,,,,,,,,,,,,,,,,
WBGene00005097,F53F1.11,P92002,,,,,,,,,,,,,,,,,,,,,,
WBGene00005098,Y38A10A.1,Q9UAX5,,,,,,,,,,,,,,,,,,,,,,
WBGene00005099,W06G6.3,Q9U338,,,,,,,,,,,,,,,,,,,,,,
WBGene00005100,F26G5.3,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005101,Y40H7A.5,Q9XWA0,,,,,,,,,,,,,,,,,,,,,,
WBGene00005102,W06G6.4,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005103,F07C4.4,P91210,,,,,,,,,,,,,,,,,,,,,,
WBGene00005104,T02B5.4,P92015,,,,,,,,,,,,,,,,,,,,,,
WBGene00005105,T26E4.12,O45838,,,,,,,,,,,,,,,,,,,,,,
WBGene00005106,M01B2.2,O17956,,,,,,,,,,,,,,,,,,,,,,
WBGene00005107,F07C4.3,Q9GS04,,,,,,,,,,,,,,,,,,,,,,
WBGene00005108,F07C4.5,P91209,,,,,,,,,,,,,,,,,,,,,,
WBGene00005109,F07C4.8,P91211,,,,,,,,,,,,,,,,,,,,,,
WBGene00005110,T19H12.5,O01608,,,,,,,,,,,,,,,,,,,,,,
WBGene00005111,T19H12.4,O01609,,,,,,,,,,,,,,,,,,,,,,
WBGene00005112,F32G8.1,Q19975,,,,,,,,,,,,,,,,,,,,,,
WBGene00005113,R186.2,Q1HB03, Q22011,,,,,,,,,,,,,,,,,,,,,
WBGene00005114,R04D3.6,Q21714,,,,,,,,,,,,,,,,,,,,,,
WBGene00005115,R04D3.11,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005116,R04D3.12,Q9U399,,,,,,,,,,,,,,,,,,,,,,
WBGene00005117,R04D3.8,Q21716,,,,,,,,,,,,,,,,,,,,,,
WBGene00005118,F17A2.12,Q19509,,,,,,,,,,,,,,,,,,,,,,
WBGene00005119,F17A2.6,O17821,,,,,,,,,,,,,,,,,,,,,,
WBGene00005120,R04D3.7,Q21715,,,,,,,,,,,,,,,,,,,,,,
WBGene00005121,R04D3.9,Q21717,,,,,,,,,,,,,,,,,,,,,,
WBGene00005122,F17A2.8,O17823,,,,,,,,,,,,,,,,,,,,,,
WBGene00005123,F17A2.7,Q19505,,,,,,,,,,,,,,,,,,,,,,
WBGene00005124,F17A2.10,Q19508,,,,,,,,,,,,,,,,,,,,,,
WBGene00005125,F17A2.11,Q19507,,,,,,,,,,,,,,,,,,,,,,
WBGene00005126,F17A2.9,O17822,,,,,,,,,,,,,,,,,,,,,,
WBGene00005127,R04B5.8,Q21705,,,,,,,,,,,,,,,,,,,,,,
WBGene00005128,F15A2.4,Q19474,,,,,,,,,,,,,,,,,,,,,,
WBGene00005129,F15A2.3,Q19473,,,,,,,,,,,,,,,,,,,,,,
WBGene00005130,K02A2.4,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005131,F13G3.2,Q19419,,,,,,,,,,,,,,,,,,,,,,
WBGene00005132,K02A2.7,G4RX35,,,,,,,,,,,,,,,,,,,,,,
WBGene00005133,K02A2.2,Q09572,,,,,,,,,,,,,,,,,,,,,,
WBGene00005134,E04F6.14,Q95QP1,,,,,,,,,,,,,,,,,,,,,,
WBGene00005135,E04F6.13,Q95QP0,,,,,,,,,,,,,,,,,,,,,,
WBGene00005136,E04F6.1,Q19061,,,,,,,,,,,,,,,,,,,,,,
WBGene00005137,C13B7.3,G5EF74,,,,,,,,,,,,,,,,,,,,,,
WBGene00005138,C01B4.5,G5EFQ7,,,,,,,,,,,,,,,,,,,,,,
WBGene00005139,C01B4.4,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005140,F13A7.2,O17800,,,,,,,,,,,,,,,,,,,,,,
WBGene00005141,Y22D7AR.8,Q86MI7,,,,,,,,,,,,,,,,,,,,,,
WBGene00005142,C39B5.12,Q9N5X1,,,,,,,,,,,,,,,,,,,,,,
WBGene00005143,Y39A3B.4,Q9N519,,,,,,,,,,,,,,,,,,,,,,
WBGene00005144,C39B5.11,Q9N5W4,,,,,,,,,,,,,,,,,,,,,,
WBGene00005145,F09C6.7,O45326,,,,,,,,,,,,,,,,,,,,,,
WBGene00005146,H04J21.2,O44811,,,,,,,,,,,,,,,,,,,,,,
WBGene00005147,F48F5.4,Q9XV08,,,,,,,,,,,,,,,,,,,,,,
WBGene00005148,C13B7.4,A0A0M7REE8, G5EG08, A0A0M7REN4,,,,,,,,,,,,,,,,,,,,
WBGene00005149,B0495.1,Q09213,,,,,,,,,,,,,,,,,,,,,,
WBGene00005150,C41C4.2,Q09273,,,,,,,,,,,,,,,,,,,,,,
WBGene00005151,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005152,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005153,M02B1.1,Q93890, G5EFD3, G5EFB7,,,,,,,,,,,,,,,,,,,,
WBGene00005154,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005155,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005156,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005157,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005158,N.A.,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005159,C18F10.4,P46570,,,,,,,,,,,,,,,,,,,,,,
WBGene00005160,C18F10.5,P46571,,,,,,,,,,,,,,,,,,,,,,
WBGene00005161,C18F10.6,P46572,,,,,,,,,,,,,,,,,,,,,,
WBGene00005162,T12A2.12,P54126,,,,,,,,,,,,,,,,,,,,,,
WBGene00005163,T12A2.11,P54127,,,,,,,,,,,,,,,,,,,,,,
WBGene00005164,T12A2.13,P54128,,,,,,,,,,,,,,,,,,,,,,
WBGene00005165,C18F10.8,P54129,,,,,,,,,,,,,,,,,,,,,,
WBGene00005166,T12A2.9,P46565,,,,,,,,,,,,,,,,,,,,,,
WBGene00005167,T12A2.10,P46566,,,,,,,,,,,,,,,,,,,,,,
WBGene00005168,T04A8.1,P46568,,,,,,,,,,,,,,,,,,,,,,
WBGene00005169,T04A8.2,P46569,,,,,,,,,,,,,,,,,,,,,,
WBGene00005170,T23F11.5,P46567,,,,,,,,,,,,,,,,,,,,,,
WBGene00005171,F26B1.6,P91275,,,,,,,,,,,,,,,,,,,,,,
WBGene00005172,C34C6.1,Q18428,,,,,,,,,,,,,,,,,,,,,,
WBGene00005173,F15A4.4,O17819,,,,,,,,,,,,,,,,,,,,,,
WBGene00005174,F15A4.7,O17820,,,,,,,,,,,,,,,,,,,,,,
WBGene00005175,T01B7.2,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005176,Y105C5A.11,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005177,ZC204.4,P91535,,,,,,,,,,,,,,,,,,,,,,
WBGene00005178,Y25C1A.9,Q9TYL8, A0A7R9XLN9,,,,,,,,,,,,,,,,,,,,,
WBGene00005179,Y25C1A.10,Q9TYL7,,,,,,,,,,,,,,,,,,,,,,
WBGene00005180,Y25C1A.11,Q9TYL6,,,,,,,,,,,,,,,,,,,,,,
WBGene00005181,Y25C1A.12,Q9TYL5,,,,,,,,,,,,,,,,,,,,,,
WBGene00005182,T09D3.5,Q23035,,,,,,,,,,,,,,,,,,,,,,
WBGene00005183,C10G8.1,Q94168,,,,,,,,,,,,,,,,,,,,,,
WBGene00005184,T09D3.7,Q86B33,,,,,,,,,,,,,,,,,,,,,,
WBGene00005185,T09D3.2,Q23034,,,,,,,,,,,,,,,,,,,,,,
WBGene00005186,T09D3.6,Q86B34,,,,,,,,,,,,,,,,,,,,,,
WBGene00005187,W02F12.7,O45150,,,,,,,,,,,,,,,,,,,,,,
WBGene00005188,T07H8.5,O61892,,,,,,,,,,,,,,,,,,,,,,
WBGene00005189,T21C9.7,Q22642,,,,,,,,,,,,,,,,,,,,,,
WBGene00005190,F21F8.1,O01538,,,,,,,,,,,,,,,,,,,,,,
WBGene00005191,Y51A2D.12,Q9XXQ5,,,,,,,,,,,,,,,,,,,,,,
WBGene00005192,C55A1.2,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005193,K04C1.6,G5EEF5,,,,,,,,,,,,,,,,,,,,,,
WBGene00005194,K04C1.1,G3MU03,,,,,,,,,,,,,,,,,,,,,,
WBGene00005195,T19C4.8,Q86GC0,,,,,,,,,,,,,,,,,,,,,,
WBGene00005196,T19C4.2,Q22569,,,,,,,,,,,,,,,,,,,,,,
WBGene00005197,T19C4.4,Q22572,,,,,,,,,,,,,,,,,,,,,,
WBGene00005198,T19C4.3,Q22568,,,,,,,,,,,,,,,,,,,,,,
WBGene00005199,T19C4.9,Q86GB9,,,,,,,,,,,,,,,,,,,,,,
WBGene00005200,C38D9.10,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005201,F31E9.2,O45426,,,,,,,,,,,,,,,,,,,,,,
WBGene00005202,C51F7.2,G5EF81,,,,,,,,,,,,,,,,,,,,,,
WBGene00005203,F32H5.5,P91994,,,,,,,,,,,,,,,,,,,,,,
WBGene00005204,C53A5.8,O17699,,,,,,,,,,,,,,,,,,,,,,
WBGene00005205,Y43B11AR.5,Q86B42,,,,,,,,,,,,,,,,,,,,,,
WBGene00005206,Y43B11AR.6,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005207,Y43B11AR.2,Q9N3X5,,,,,,,,,,,,,,,,,,,,,,
WBGene00005208,Y40H7A.8,G5EBT4,,,,,,,,,,,,,,,,,,,,,,
WBGene00005210,T02B11.1,O16974,,,,,,,,,,,,,,,,,,,,,,
WBGene00005211,W09D12.3,Q86GB8,,,,,,,,,,,,,,,,,,,,,,
WBGene00005212,W09D12.2,Q23228,,,,,,,,,,,,,,,,,,,,,,
WBGene00005213,C24B9.10,O76439,,,,,,,,,,,,,,,,,,,,,,
WBGene00005214,C24B9.14,Q86B37,,,,,,,,,,,,,,,,,,,,,,
WBGene00005215,R05D8.6,Q9N5G5,,,,,,,,,,,,,,,,,,,,,,
WBGene00005216,C24B9.7,O76435,,,,,,,,,,,,,,,,,,,,,,
WBGene00005217,C24B9.15,Q86B38,,,,,,,,,,,,,,,,,,,,,,
WBGene00005218,C24B9.11,O76440,,,,,,,,,,,,,,,,,,,,,,
WBGene00005219,C24B9.12,O76441,,,,,,,,,,,,,,,,,,,,,,
WBGene00005220,Y105C5B.24,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005221,ZK678.6,O62517,,,,,,,,,,,,,,,,,,,,,,
WBGene00005222,T05C3.8,Q86B40,,,,,,,,,,,,,,,,,,,,,,
WBGene00005223,T05C3.7,Q86B41,,,,,,,,,,,,,,,,,,,,,,
WBGene00005224,ZC317.4,Q23076,,,,,,,,,,,,,,,,,,,,,,
WBGene00005225,ZC317.5,Q23077,,,,,,,,,,,,,,,,,,,,,,
WBGene00005226,F09E5.4,Q19258,,,,,,,,,,,,,,,,,,,,,,
WBGene00005227,T11F9.18,Q7YXA5,,,,,,,,,,,,,,,,,,,,,,
WBGene00005228,C05E4.14,E4MVC8, A0A0K3AUP8, H2KYH0, A0A0K3AVB8, A0A0K3AUP2, A0A0K3AXL3, H2KYG9, A0A0K3ARU0, A0A0K3ART6, A0A0K3ASA1,,,,,,,,,,,,,
WBGene00005229,K04F1.5,Q9TXK6,,,,,,,,,,,,,,,,,,,,,,
WBGene00005230,K09D9.6,Q9N5I5,,,,,,,,,,,,,,,,,,,,,,
WBGene00005231,K04F1.16,Q9TXK5,,,,,,,,,,,,,,,,,,,,,,
WBGene00005232,K09D9.4,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005233,K09D9.7,Q9N5I6,,,,,,,,,,,,,,,,,,,,,,
WBGene00005234,K09D9.8,Q9N5I7,,,,,,,,,,,,,,,,,,,,,,
WBGene00005235,T11F9.17,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005236,Y38A10A.3,Q9UAX7,,,,,,,,,,,,,,,,,,,,,,
WBGene00005237,R09F10.6,Q23029,,,,,,,,,,,,,,,,,,,,,,
WBGene00005238,R09F10.11,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005239,R09F10.10,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005240,C50B6.6,P91981,,,,,,,,,,,,,,,,,,,,,,
WBGene00005241,F55C5.9,Q20814,,,,,,,,,,,,,,,,,,,,,,
WBGene00005242,C47E8.2,G5EBN3,,,,,,,,,,,,,,,,,,,,,,
WBGene00005243,C50B6.5,P91980,,,,,,,,,,,,,,,,,,,,,,
WBGene00005244,F19G12.5,Q9GS13,,,,,,,,,,,,,,,,,,,,,,
WBGene00005245,C02E7.3,O16432,,,,,,,,,,,,,,,,,,,,,,
WBGene00005246,C02E7.2,O16433,,,,,,,,,,,,,,,,,,,,,,
WBGene00005247,C02E7.4,H8W3X2, O16431,,,,,,,,,,,,,,,,,,,,,
WBGene00005248,C02E7.5,O16430,,,,,,,,,,,,,,,,,,,,,,
WBGene00005249,C54D10.6,Q18834,,,,,,,,,,,,,,,,,,,,,,
WBGene00005250,W05H5.4,P91841,,,,,,,,,,,,,,,,,,,,,,
WBGene00005251,ZC404.5,Q23284,,,,,,,,,,,,,,,,,,,,,,
WBGene00005252,ZC404.6,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005253,ZC404.12,Q95PY3,,,,,,,,,,,,,,,,,,,,,,
WBGene00005254,W06D12.7,Q9U346,,,,,,,,,,,,,,,,,,,,,,
WBGene00005255,Y26G10.2,Q9XTV0,,,,,,,,,,,,,,,,,,,,,,
WBGene00005256,M02H5.9,Q966I5,,,,,,,,,,,,,,,,,,,,,,
WBGene00005257,M02H5.10,A0A0K3AVR9, Q966I4,,,,,,,,,,,,,,,,,,,,,
WBGene00005258,M02H5.11,Q966I3,,,,,,,,,,,,,,,,,,,,,,
WBGene00005259,T03D3.4,O16978,,,,,,,,,,,,,,,,,,,,,,
WBGene00005260,R11G11.9,O16951,,,,,,,,,,,,,,,,,,,,,,
WBGene00005261,C31B8.11,A0A0M9JJ84, A0A0M7RDS8, O16906,,,,,,,,,,,,,,,,,,,,
WBGene00005262,C06A8.7,Q17690,,,,,,,,,,,,,,,,,,,,,,
WBGene00005263,Y40D12A.3,O76724,,,,,,,,,,,,,,,,,,,,,,
WBGene00005264,Y54G11A.12,Q9XVZ3,,,,,,,,,,,,,,,,,,,,,,
WBGene00005265,Y54G11A.15,Q7YXA6,,,,,,,,,,,,,,,,,,,,,,
WBGene00005266,Y54G11A.16,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005267,B0334.7,Q17479,,,,,,,,,,,,,,,,,,,,,,
WBGene00005268,T03F7.2,Q22113,,,,,,,,,,,,,,,,,,,,,,
WBGene00005269,T03F7.3,Q22114,,,,,,,,,,,,,,,,,,,,,,
WBGene00005270,T03F7.4,Q22115,,,,,,,,,,,,,,,,,,,,,,
WBGene00005271,C06C3.6,Q17713,,,,,,,,,,,,,,,,,,,,,,
WBGene00005272,C10G11.4,P91030,,,,,,,,,,,,,,,,,,,,,,
WBGene00005273,C10G11.2,P91032,,,,,,,,,,,,,,,,,,,,,,
WBGene00005274,C10G11.3,P91031,,,,,,,,,,,,,,,,,,,,,,
WBGene00005275,R08H2.7,O17990,,,,,,,,,,,,,,,,,,,,,,
WBGene00005276,T09F5.15,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005277,T09F5.6,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005278,T09F5.5,O18074,,,,,,,,,,,,,,,,,,,,,,
WBGene00005279,R05D8.3,Q9N5G0,,,,,,,,,,,,,,,,,,,,,,
WBGene00005280,Y49F6A.2,G5EDM6,,,,,,,,,,,,,,,,,,,,,,
WBGene00005281,W10G11.10,O44909,,,,,,,,,,,,,,,,,,,,,,
WBGene00005282,W10G11.9,O44908,,,,,,,,,,,,,,,,,,,,,,
WBGene00005283,T21B4.8,O18103,,,,,,,,,,,,,,,,,,,,,,
WBGene00005284,ZK6.9,O61871,,,,,,,,,,,,,,,,,,,,,,
WBGene00005285,T27E7.8,Q7YXA9,,,,,,,,,,,,,,,,,,,,,,
WBGene00005286,T27E7.2,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005287,T21B4.10,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005288,T21B4.6,O18100,,,,,,,,,,,,,,,,,,,,,,
WBGene00005289,T21B4.5,O18101,,,,,,,,,,,,,,,,,,,,,,
WBGene00005290,T21B4.7,O18102,,,,,,,,,,,,,,,,,,,,,,
WBGene00005291,T21B4.9,O18104,,,,,,,,,,,,,,,,,,,,,,
WBGene00005292,T10D4.5,Q9TZF4,,,,,,,,,,,,,,,,,,,,,,
WBGene00005293,ZC204.5,P91536,,,,,,,,,,,,,,,,,,,,,,
WBGene00005294,T21B4.14,Q8I4F8,,,,,,,,,,,,,,,,,,,,,,
WBGene00005295,C45B11.4,Q18640,,,,,,,,,,,,,,,,,,,,,,
WBGene00005296,T04C12.2,O02296, Q7JKP7,,,,,,,,,,,,,,,,,,,,,
WBGene00005297,F26F12.6,H2KYE4, Q19814,,,,,,,,,,,,,,,,,,,,,
WBGene00005298,DC2.6,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005299,DC2.2,Q9UAW3,,,,,,,,,,,,,,,,,,,,,,
WBGene00005300,C04F2.1,O76661,,,,,,,,,,,,,,,,,,,,,,
WBGene00005301,DC2.1,Q9UAW4,,,,,,,,,,,,,,,,,,,,,,
WBGene00005302,W03F9.7,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005303,W03F9.6,O16993,,,,,,,,,,,,,,,,,,,,,,
WBGene00005304,F09G2.7,O17400,,,,,,,,,,,,,,,,,,,,,,
WBGene00005305,K12D9.2,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005306,C44C3.8,A0A0M6VDE6,,,,,,,,,,,,,,,,,,,,,,
WBGene00005307,C44C3.4,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005308,H27D07.6,Q9GUB8,,,,,,,,,,,,,,,,,,,,,,
WBGene00005309,C44C3.9,Q8IFY2,,,,,,,,,,,,,,,,,,,,,,
WBGene00005310,F25E5.14,Q9GUB6,,,,,,,,,,,,,,,,,,,,,,
WBGene00005311,F53C3.10,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005312,F25E5.11,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005313,F25E5.13,Q9GUB7,,,,,,,,,,,,,,,,,,,,,,
WBGene00005314,F25E5.15,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005315,F21H7.11,Q9BI92,,,,,,,,,,,,,,,,,,,,,,
WBGene00005316,F49H6.4,Q9XV05,,,,,,,,,,,,,,,,,,,,,,
WBGene00005317,F21H7.14,Q7YTT4,,,,,,,,,,,,,,,,,,,,,,
WBGene00005318,C46E10.7,O44715,,,,,,,,,,,,,,,,,,,,,,
WBGene00005319,C46E10.10,Q9U5A4,,,,,,,,,,,,,,,,,,,,,,
WBGene00005320,F31F4.10,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005321,F40D4.11,Q9XV25,,,,,,,,,,,,,,,,,,,,,,
WBGene00005322,F21H7.13,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005323,F21H7.7,Q9XTV8,,,,,,,,,,,,,,,,,,,,,,
WBGene00005324,T27A1.1,A0A8S4SRP7,,,,,,,,,,,,,,,,,,,,,,
WBGene00005325,R08H2.14,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005326,R08H2.12,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005327,R08H2.11,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005328,T19C9.4,O45795,,,,,,,,,,,,,,,,,,,,,,
WBGene00005329,F08E10.4,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005330,F08E10.6,Q9XXN9,,,,,,,,,,,,,,,,,,,,,,
WBGene00005331,T19C9.2,O45793,,,,,,,,,,,,,,,,,,,,,,
WBGene00005332,Y68A4A.7,Q9XXQ1,,,,,,,,,,,,,,,,,,,,,,
WBGene00005333,F08E10.8,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005334,Y61B8A.2,O45966,,,,,,,,,,,,,,,,,,,,,,
WBGene00005335,Y61B8A.1,O45965,,,,,,,,,,,,,,,,,,,,,,
WBGene00005336,K10G4.6,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005337,K03D7.6,O45651,,,,,,,,,,,,,,,,,,,,,,
WBGene00005338,Y102A5C.21,Q9XX73,,,,,,,,,,,,,,,,,,,,,,
WBGene00005339,T27C5.1,O45845,,,,,,,,,,,,,,,,,,,,,,
WBGene00005340,R08H2.5,O17988,,,,,,,,,,,,,,,,,,,,,,
WBGene00005341,F08E10.3,Q9XXP5,,,,,,,,,,,,,,,,,,,,,,
WBGene00005342,C18B10.8,P91069,,,,,,,,,,,,,,,,,,,,,,
WBGene00005343,F18E3.3,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005344,F37B4.1,O45171,,,,,,,,,,,,,,,,,,,,,,
WBGene00005345,Y47G7B.1,Q9TZD7,,,,,,,,,,,,,,,,,,,,,,
WBGene00005346,F14F9.7,Q9GUC6,,,,,,,,,,,,,,,,,,,,,,
WBGene00005347,F14F9.1,Q9GUC3,,,,,,,,,,,,,,,,,,,,,,
WBGene00005348,Y102A5C.31,Q9XX66,,,,,,,,,,,,,,,,,,,,,,
WBGene00005349,T27C5.5,O45849,,,,,,,,,,,,,,,,,,,,,,
WBGene00005350,Y59A8B.3,Q9GRY6,,,,,,,,,,,,,,,,,,,,,,
WBGene00005351,Y59A8B.4,Q9GRY7,,,,,,,,,,,,,,,,,,,,,,
WBGene00005352,T01E8.7,Q9NAN5,,,,,,,,,,,,,,,,,,,,,,
WBGene00005353,F36D3.6,O45461,,,,,,,,,,,,,,,,,,,,,,
WBGene00005354,Y70C5C.4,O62500,,,,,,,,,,,,,,,,,,,,,,
WBGene00005355,T08G3.12,Q7YXA2,,,,,,,,,,,,,,,,,,,,,,
WBGene00005356,F57E7.3,Q9XXT2,,,,,,,,,,,,,,,,,,,,,,
WBGene00005357,Y6E2A.6,O45973,,,,,,,,,,,,,,,,,,,,,,
WBGene00005358,T08G3.5,Q9XU52,,,,,,,,,,,,,,,,,,,,,,
WBGene00005359,T08G3.3,O18071,,,,,,,,,,,,,,,,,,,,,,
WBGene00005360,F26D2.5,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005361,F26D2.4,O45403,,,,,,,,,,,,,,,,,,,,,,
WBGene00005362,C31B8.3,A0A0B7H2U2,,,,,,,,,,,,,,,,,,,,,,
WBGene00005363,K08G2.12,Q7YXA8, D5MCT7,,,,,,,,,,,,,,,,,,,,,
WBGene00005364,K08G2.5,Q93867,,,,,,,,,,,,,,,,,,,,,,
WBGene00005365,K08G2.13,Q7YXA7,,,,,,,,,,,,,,,,,,,,,,
WBGene00005366,K08G2.2,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005367,K08G2.6,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005368,K08G2.3,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005369,K08G2.11,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005370,F20E11.12,Q9XV76,,,,,,,,,,,,,,,,,,,,,,
WBGene00005371,F40D4.2,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005372,F20E11.9,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005373,F20E11.8,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005374,F20E11.13,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005375,F40D4.3,Q9U3G2,,,,,,,,,,,,,,,,,,,,,,
WBGene00005376,F20E11.3,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005377,F20E11.14,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005378,F40D4.4,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005379,D1054.16,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005380,Y8A9A.1,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005381,C41G6.9,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005382,Y38H6C.12,Q9XX38,,,,,,,,,,,,,,,,,,,,,,
WBGene00005383,F57G8.3,D7SFR0, Q9XU90,,,,,,,,,,,,,,,,,,,,,
WBGene00005384,C55A1.10,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005385,C49G7.2,O16227,,,,,,,,,,,,,,,,,,,,,,
WBGene00005386,R08H2.3,O17986,,,,,,,,,,,,,,,,,,,,,,
WBGene00005387,Y60A3A.5,Q9U1Z9,,,,,,,,,,,,,,,,,,,,,,
WBGene00005388,Y60A3A.6,Q9U1Z7,,,,,,,,,,,,,,,,,,,,,,
WBGene00005389,Y60A3A.4,M1ZK04, Q9U1Z8,,,,,,,,,,,,,,,,,,,,,
WBGene00005390,F40D4.1,Q9XV29,,,,,,,,,,,,,,,,,,,,,,
WBGene00005391,F20E11.11,N.A.,,,,,,,,,,,,,,,,,,,,,,
WBGene00005392,K02E2.3,Q9U3C5,,,,,,,,,,,,,,,,,,,,,,
WBGene00005393,ZK228.8,G5EBQ4,,,,,,,,,,,,,,,,,,,,,,
WBGene00005394,ZK228.7,O46012,,,,,,,,,,,,,,,,,,,,,,
WBGene00005395,F57G8.1,Q9XU91,,,,,,,,,,,,,,,,,,,,,,
WBGene00005396,ZK228.6,O46011,,,,,,,,,,,,,,,,,,,,,,
WBGene00005397,ZK228.5,O46006,,,,,,,,,,,,,,,,,,,,,,
WBGene00005398,Y60A3A.3,Q9U200,,,,,,,,,,,,,,,,,,,,,,
WBGene00005399,D1054.12,Q18952,,,,,,,,,,,,,,,,,,,,,,
WBGene00005400,C50H11.7,O16472,,,,,,,,,,,,,,,,,,,,,,
WBGene00005401,F36G9.2,O45473,,,,,,,,,,,,,,,,,,,,,,
WBGene00005402,F10G2.8,Q22959,,,,,,,,,,,,,,,,,,,,,,
WBGene00005403,C03G6.20,N.A.,,,,,,,,,,,,,,,,,,,,,,
